C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_200.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_200.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_200.jpg,0,0,0,2.674863E-06
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_268.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_268.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_268.jpg,0,0,0,2.42816E-06
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_355.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_355.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_355.jpg,0,0,0,8.452284E-06
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_439.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_439.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_439.jpg,0,0,0,3.897782E-06
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_525.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_525.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_525.jpg,0,0,0,1.174763E-05
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_610.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_610.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_610.jpg,0,0,0,7.537174E-06
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_695.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_695.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_695.jpg,0,0,0,3.071519E-06
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_781.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_781.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_781.jpg,0,0,0,1.270793E-05
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_866.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_866.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_866.jpg,0,0,0,3.13332E-06
C:\Users\User\Desktop\finding-lanes\data\IMG\center_2020_02_07_23_51_58_952.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\left_2020_02_07_23_51_58_952.jpg,C:\Users\User\Desktop\finding-lanes\data\IMG\right_2020_02_07_23_51_58_952.jpg,0,0,0,4.397085E-06
